epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
389,33358.7,0.74483,0.40515,0.0036,0.71613,0.64862,0.64047,0.32556,1.79611,1.4945,0.01428,0.0069528,0.0023176,0.0069528,0.0023176,0.0069528,0.0023176,0.0069528,0.0023176
390,33444.3,0.7521,0.41088,0.00354,0.71636,0.64528,0.63988,0.32544,1.79539,1.49641,0.01427,0.0068934,0.0022978,0.0068934,0.0022978,0.0068934,0.0022978,0.0068934,0.0022978
391,33529.9,0.73786,0.40682,0.00351,0.71376,0.64686,0.63993,0.32534,1.79932,1.49215,0.01432,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
392,33615.5,0.73137,0.40388,0.0035,0.71204,0.64918,0.64066,0.32534,1.79997,1.49359,0.01433,0.0067746,0.0022582,0.0067746,0.0022582,0.0067746,0.0022582,0.0067746,0.0022582
393,33700.9,0.73108,0.40236,0.00351,0.71984,0.63797,0.64199,0.32602,1.80245,1.48862,0.01436,0.0067152,0.0022384,0.0067152,0.0022384,0.0067152,0.0022384,0.0067152,0.0022384
394,33786.5,0.74976,0.40369,0.00356,0.71625,0.64179,0.64257,0.32722,1.80254,1.49035,0.01434,0.0066558,0.0022186,0.0066558,0.0022186,0.0066558,0.0022186,0.0066558,0.0022186
395,33872.2,0.73627,0.39753,0.00349,0.71009,0.6453,0.64221,0.32691,1.80171,1.4928,0.01433,0.0065964,0.0021988,0.0065964,0.0021988,0.0065964,0.0021988,0.0065964,0.0021988
396,33958.1,0.74315,0.40544,0.00351,0.71528,0.64106,0.64306,0.32722,1.80225,1.49181,0.01433,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
397,34043.6,0.74436,0.40828,0.00358,0.70866,0.64614,0.64238,0.32691,1.80478,1.49164,0.01435,0.0064776,0.0021592,0.0064776,0.0021592,0.0064776,0.0021592,0.0064776,0.0021592
398,34129.3,0.75406,0.40892,0.00352,0.70866,0.64652,0.6422,0.32667,1.80573,1.49261,0.01437,0.0064182,0.0021394,0.0064182,0.0021394,0.0064182,0.0021394,0.0064182,0.0021394
399,34214.8,0.72181,0.38996,0.00347,0.70675,0.64456,0.64259,0.32666,1.80565,1.49384,0.01437,0.0063588,0.0021196,0.0063588,0.0021196,0.0063588,0.0021196,0.0063588,0.0021196
400,34300.3,0.7389,0.39851,0.00352,0.70826,0.63875,0.64264,0.32711,1.80841,1.49092,0.0144,0.0062994,0.0020998,0.0062994,0.0020998,0.0062994,0.0020998,0.0062994,0.0020998
401,34385.8,0.72904,0.39038,0.0034,0.70959,0.64267,0.64215,0.3274,1.80861,1.49127,0.01439,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
402,34471.1,0.74276,0.39587,0.00352,0.71148,0.64338,0.64328,0.32742,1.80878,1.4932,0.0144,0.0061806,0.0020602,0.0061806,0.0020602,0.0061806,0.0020602,0.0061806,0.0020602
403,34556.8,0.7343,0.40498,0.00356,0.71302,0.64143,0.6455,0.32823,1.80914,1.49325,0.01442,0.0061212,0.0020404,0.0061212,0.0020404,0.0061212,0.0020404,0.0061212,0.0020404
404,34642.3,0.74002,0.3965,0.00344,0.71672,0.64295,0.64545,0.32725,1.80946,1.49387,0.01441,0.0060618,0.0020206,0.0060618,0.0020206,0.0060618,0.0020206,0.0060618,0.0020206
405,34727.8,0.73254,0.3962,0.00342,0.71443,0.64463,0.64316,0.32611,1.80871,1.49844,0.01441,0.0060024,0.0020008,0.0060024,0.0020008,0.0060024,0.0020008,0.0060024,0.0020008
406,34813.5,0.73955,0.39747,0.00343,0.71179,0.64568,0.64133,0.32498,1.81013,1.50007,0.01442,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
407,34900.9,0.73073,0.39371,0.00343,0.71551,0.63946,0.64128,0.32445,1.80997,1.50284,0.01442,0.0058836,0.0019612,0.0058836,0.0019612,0.0058836,0.0019612,0.0058836,0.0019612
408,34994.2,0.73958,0.40015,0.00347,0.71426,0.64677,0.64215,0.32494,1.80659,1.50924,0.01437,0.0058242,0.0019414,0.0058242,0.0019414,0.0058242,0.0019414,0.0058242,0.0019414
409,35085.6,0.71947,0.38673,0.00342,0.71479,0.64532,0.64177,0.32447,1.80664,1.51255,0.01437,0.0057648,0.0019216,0.0057648,0.0019216,0.0057648,0.0019216,0.0057648,0.0019216
410,35175.9,0.71505,0.38276,0.0034,0.70965,0.65524,0.64113,0.32452,1.80868,1.51011,0.01436,0.0057054,0.0019018,0.0057054,0.0019018,0.0057054,0.0019018,0.0057054,0.0019018
411,35266.3,0.72448,0.39081,0.00343,0.71306,0.6499,0.64354,0.32642,1.80832,1.51104,0.01436,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
412,35357,0.72063,0.37914,0.00336,0.71559,0.64925,0.64196,0.32486,1.81148,1.50895,0.0144,0.0055866,0.0018622,0.0055866,0.0018622,0.0055866,0.0018622,0.0055866,0.0018622
