epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,6490.94,1.57101,1.3049,0.00962,0.74224,0.65009,0.70982,0.41295,1.49901,1.1244,0.01312,0.0082576,0.0082576,0.0082576
90,6563.38,1.54788,1.27691,0.00942,0.75013,0.6257,0.71454,0.41356,1.49102,1.11424,0.01286,0.0082378,0.0082378,0.0082378
91,6635.35,1.57367,1.29754,0.00958,0.76455,0.64272,0.73346,0.4319,1.47879,1.0586,0.01282,0.008218,0.008218,0.008218
92,6707.4,1.55469,1.29998,0.00964,0.74053,0.66465,0.72382,0.42315,1.48165,1.06776,0.01247,0.0081982,0.0081982,0.0081982
93,6779.52,1.53494,1.26888,0.00926,0.75676,0.66234,0.73048,0.42601,1.48993,1.07283,0.01271,0.0081784,0.0081784,0.0081784
94,6851.7,1.54387,1.2669,0.00947,0.75381,0.66361,0.73142,0.41876,1.49654,1.07482,0.01263,0.0081586,0.0081586,0.0081586
95,6923.9,1.53836,1.2437,0.00938,0.77393,0.65184,0.73173,0.43225,1.44656,1.08402,0.0119,0.0081388,0.0081388,0.0081388
96,6996.08,1.54452,1.2287,0.00958,0.7874,0.65234,0.73833,0.42968,1.46944,1.05192,0.01245,0.008119,0.008119,0.008119
97,7068.05,1.51086,1.22636,0.00926,0.78458,0.64012,0.72591,0.43077,1.47944,1.08907,0.01283,0.0080992,0.0080992,0.0080992
98,7140.35,1.52358,1.25068,0.00943,0.76631,0.65034,0.73537,0.42666,1.46814,1.07364,0.01245,0.0080794,0.0080794,0.0080794
99,7212.52,1.52593,1.22532,0.00901,0.7725,0.64084,0.73563,0.44016,1.44612,1.02418,0.01208,0.0080596,0.0080596,0.0080596
100,7284.48,1.51969,1.19017,0.00946,0.76675,0.66268,0.73316,0.43626,1.45759,1.03874,0.01215,0.0080398,0.0080398,0.0080398
101,7356.77,1.5168,1.19599,0.00885,0.7817,0.66147,0.74135,0.43907,1.44325,1.02131,0.01206,0.00802,0.00802,0.00802
102,7428.52,1.51248,1.1948,0.00937,0.77497,0.66161,0.74279,0.44289,1.44837,1.01962,0.01242,0.0080002,0.0080002,0.0080002
103,7500.79,1.50962,1.19084,0.00906,0.76877,0.65519,0.73707,0.43989,1.45386,1.0325,0.01228,0.0079804,0.0079804,0.0079804
104,7572.24,1.50992,1.21027,0.00922,0.76574,0.67863,0.74394,0.43975,1.44197,1.01988,0.01188,0.0079606,0.0079606,0.0079606
105,7642.52,1.51226,1.19028,0.00893,0.74778,0.66209,0.72984,0.43351,1.44853,1.05801,0.01194,0.0079408,0.0079408,0.0079408
106,7729.38,1.49458,1.18477,0.00911,0.76339,0.66664,0.74287,0.44432,1.42979,1.02892,0.01187,0.007921,0.007921,0.007921
